None ,0.259,Kepler-577 b,,0.227
None ,0.235,Kepler-323 b,,0.127576
None ,0.074,Kepler-1153 b,,0.154
None ,0.268,Kepler-433 b,,1.45
None ,0.207,Kepler-1319 b,,0.12
1.42,1.552,HAT-P-51 b,,1.32379
0.223,0.85,Kepler-377 c,,0.183781
0.04657,0.215,HD 106270 b,,
None ,0.199,Kepler-1287 b,,0.137
None ,0.238,Kepler-426 b,,1.09
0.02058,0.153,Kepler-379 c,,0.2043
0.0343,0.294,WASP-20 b,,1.462
0.00091,0.063,HD 30856 b,,
0.028,0.261,Kepler-315 c,,0.370238
0.04499,0.244,HATS-35 b,,1.499
None ,0.126,Kepler-80 c,,0.254
None ,0.24,Kepler-179 c,,0.178428
None ,0.14,HD 24064 b,,
None ,0.2382,HD 48265 b,,
None ,0.123,Kepler-476 b,,0.275
None ,0.263,Kepler-154 e,,0.134
None ,0.649,HATS-4 b,,1.02
None ,0.26,Kepler-1608 b,,0.154
None ,0.394,Kepler-527 b,,0.253
None ,0.196,HD 34445 c,,
None ,0.2,CoRoT-27 b,,1.007
None ,0.209,Kepler-1115 b,,0.152
None ,0.336,Kepler-1141 b,,0.073
None ,0.185,Kepler-360 c,,0.187349
None ,0.266,Kepler-154 d,,0.343
None ,0.108,Kepler-262 b,,0.121331
None ,0.684,Kepler-969 c,,0.088
None ,0.73,Kepler-1106 b,,0.147
None ,0.132,Kepler-381 b,,0.0883219
None ,0.252,Kepler-168 c,,0.239986
None ,0.314,Kepler-84 f,,0.196271
None ,0.248,Kepler-874 b,,0.352
0.03046,0.231,Kepler-987 b,,0.291
0.04933,0.315,Kepler-529 b,,0.166
0.02045,0.221,HD 89307 b,,
0.03367,0.174,Kepler-1039 b,,0.13
None ,0.187,Kepler-1112 b,,0.269
0.315,0.847,HD 163607 c,,
None ,0.17,Kepler-960 b,,0.204
None ,0.812,WASP-49 b,,1.115
0.0343,0.273,Kepler-288 b,,0.148987
0.774,1.006,Kepler-37 c,,0.066
0.02042,0.142,Kepler-1314 b,,0.456
0.07709,0.235,Kepler-55 b,,0.216597
None ,0.219,Kepler-1504 b,,0.19
None ,0.148,HD 4313 b,,
0.335,0.897,Kepler-1197 b,,0.112
None ,0.884,HR 8799 b,,1.2
0.624,1.196,Kepler-774 b,,0.283
None ,0.085,Kepler-1173 b,,0.079
None ,0.119,HD 2638 b,,
None ,0.163,Kepler-272 b,,0.127576
None ,0.261,Kepler-231 b,,0.15434
None ,0.148,Kepler-512 b,,0.24
None ,0.249,Kepler-747 b,,0.47
None ,0.234,Kepler-827 b,,0.502
None ,0.174,Kepler-1057 b,,0.3
None ,0.171,HD 168443 b,,
None ,0.187,WASP-41 c,,
None ,0.217,Kepler-373 b,,0.121331
None ,0.196,Kepler-1622 b,,0.131
None ,0.203,Kepler-288 d,,0.238201
None ,0.443,HD 10180 f,,
None ,0.292,Kepler-445 c,,0.229
None ,0.244,Kepler-1088 b,,0.127
None ,0.09,HD 45350 b,,
0.0121,0.16,Kepler-770 d,,0.125
0.0247,0.243,HD 69830 c,,
0.0172,0.196,Kepler-963 b,,0.237
0.0995,0.551,TYC 1422-614-1 b,,
0.0854,0.504,Kepler-21 b,,0.1459
0.0174,0.197,Kepler-352 c,,0.110625
0.00624,0.109,Kepler-363 b,,0.103488
0.0232,0.234,Kepler-1053 b,,0.087
0.0034,0.092,Kepler-390 b,,0.0731555
0.0137,0.171,K2-18 b,,0.216574
0.0354,0.3,CoRoT-28 b,,0.955
0.0327,0.286,Kepler-340 b,,0.225711
0.015,0.181,Kepler-679 b,,0.269
0.0149,0.18,Kepler-335 c,,0.273887
0.0106,0.147,Kepler-841 b,,0.467
0.00993,0.142,HD 47186 b,,
0.016,0.188,Kepler-226 b,,0.138282
0.018,0.202,KELT-3 b,,1.358
0.0201,0.215,Kepler-51 c,,0.508958
0.0336,0.291,Kepler-1639 b,,0.23
0.0239,0.238,HD 148427 b,,
0.0078,0.123,Kepler-810 b,,0.172
1.78,1.35,Kepler-226 c,,0.202516
0.025,0.244,Kepler-1520 b,,0.515
0.0094,0.137,Kepler-533 b,,0.302
0.022,0.227,epsilon Tau b,,
0.0137,0.171,Kepler-11 e,,0.373377
0.0176,0.199,Kepler-366 c,,0.159693
0.00771,0.122,Kepler-1419 b,,0.255
0.0829,0.495,HAT-P-46 b,,1.284
0.00961,0.139,HD 208487 b,,
0.0179,0.201,Kepler-1033 b,,0.224
0.0184,0.204,Kepler-616 c,,0.304
0.042,0.332,Kepler-288 c,,0.25426
0.0241,0.239,Kepler-1517 b,,0.871
0.01227,0.128,Kepler-48 d,,0.181997
0.02454,0.285,Kepler-626 b,,0.204
0.125,0.73,Kepler-311 b,,0.151664
0.02039, None,Kepler-117 c,,1.00812
0.00673, None,epsilon Eri b,,
0.00881, None,Kepler-271 d,,0.059
None ,0.96084,Kepler-69 c,,0.15242
None ,0.192,Kepler-935 b,,0.12
None ,0.402,Kepler-1245 b,,0.128
None ,0.216,Kepler-296 f,,0.159693
None ,0.599,HD 20782 b,,
None ,0.169,Kepler-613 b,,0.204
None ,0.2,Kepler-1011 b,,0.256
None ,0.172,Kepler-1536 b,,0.28
None ,0.142,Kepler-726 b,,0.291
None ,0.089,Kepler-1400 b,,0.145
None ,1.606,Kepler-896 b,,0.226
None ,0.232,Kepler-228 c,,0.240878
None ,0.103,HD 190360 c,,
None ,0.341,Kepler-23 c,,0.28523
None ,0.187,Kepler-823 b,,0.14
None ,0.2311,Kepler-1490 b,,0.271
None ,0.1454,Kepler-378 b,,0.0669105
None ,0.1561,HD 128356 b,,
None ,0.215,Kepler-760 b,,0.273
None ,0.205,Kepler-1558 b,,0.061
0.426,0.683,Kepler-1618 b,,0.112
None ,0.1722,HD 141399 d,,
None ,0.1722,HD 65216 b,,
None ,0.1686,Kepler-343 c,,0.180212
None ,0.287,Kepler-42 b,,0.0695249
None ,0.348,Kepler-593 b,,0.256
None ,0.185,Kepler-212 b,,0.0972433
None ,0.1231,Kepler-296 c,,0.19181
0.06702,0.222,Kepler-1482 b,,0.09
None ,0.1633,Kepler-157 d,,0.13
None ,0.207,Kepler-1004 b,,0.56
None ,0.2453,Kepler-356 b,,0.140066
None ,0.192,Kepler-968 b,,0.178
None ,0.096,HAT-P-13 b,,1.281
None ,0.103,Kepler-244 b,,0.246231
None ,0.09,Kepler-448 b,,1.43
None ,0.115,GJ 3634 b,,
None ,0.2346,Kepler-9 b,,0.842
None ,0.2641,Kepler-1070 b,,0.154
None ,0.2275,Kepler-1087 b,,0.054
None ,0.2346,Kepler-1071 b,,0.212
None ,0.281,Kepler-1432 b,,0.198
None ,0.1882,HD 130322 b,,
None ,0.1329,Kepler-1422 b,,0.18
None ,0.2275,Kepler-1388 e,,0.219
None ,0.176,Kepler-277 c,,
None ,0.111,Kepler-934 b,,0.186
None ,0.132,Kepler-31 d,,0.406816
None ,0.215,Kepler-399 d,,0.168615
None ,0.181,Kepler-215 c,,0.157909
None ,0.1142,Kepler-108 b,,0.771701
None ,0.1766,Kepler-742 b,,0.289
None ,0.678,Kepler-1050 c,,0.132
None ,0.11,K2-32 c,,0.314782
None ,0.055,K2-14 b,,0.434854
None ,0.232,NGTS-1 b,,
None ,0.116,Kepler-1298 b,,0.117
None ,0.098,KELT-15 b,,1.77131
1.1,1.31,Kepler-1297 b,,0.087
22, None,Kepler-1613 b,,0.186
1.6, None,Kepler-903 c,,0.226
0.015099, None,Kepler-348 c,,0.118655
0.02202, None,Kepler-1543 b,,0.242
0.679,1.399,Kepler-124 b,,0.0651262
0.195,1.37,Kepler-185 c,,0.180212
0.95,1.79,Kepler-191 c,,0.165938
0.91,1.443,omega Ser b,,
2.75,1.415,Kepler-111 b,,0.140958
1.31,1.525,Kepler-673 b,,0.583
1.18,1.57,Kepler-965 b,,0.302
4.07,1.91,Kepler-1295 b,,0.138
3.91,1.586,Kepler-968 c,,0.151
0.938,1.323,HD 34445 f,,
5.18,1.272,HD 16175 b,,
1.524,1.29,Kepler-235 b,,0.198947
1.462,1.358,Kepler-1436 b,,0.117
0.902,1.699,HD 46375 b,,
0.442,1.18,Kepler-48 c,,0.24177
3.71, None,Kepler-114 b,,0.11241
1.28,1.533,K2-32 b,,0.487828
0.867,1.86,Kepler-60 d,,0.227293
None ,0.425,Kepler-741 b,,0.265
None ,0.281,Kepler-396 c,,
None ,0.141,KELT-20 b,,1.7818
None ,0.153,HIP 41378 c,,0.23145
None ,0.159,CoRoT-29 b,,0.9
None ,0.134,Kepler-868 b,,0.183
None ,0.137,Kepler-14 b,,1.136
None ,0.128,Kepler-234 c,,0.313141
None ,0.114,Kepler-1308 b,,0.046
None ,0.194,Kepler-1302 b,,0.128
 ,0.200487,CoRoT-13 b,,0.885
0.0231,0.120292,HD 98219 b,,
 ,0.14672,HD 12648 b,,
None ,0.207,HD 11964 b,,
None ,0.256,HAT-P-34 b,,1.197
None ,0.115,Kepler-654 b,,0.185
None ,0.192,Kepler-421 b,,0.379
None ,0.213,K2-9 b,,0.20574
None ,0.317,Kepler-1241 b,,0.235
None ,0.194,MOA-2010-BLG-477L b,,
None ,0.328,Kepler-31 b,,0.383278
None ,0.178,Kepler-85 c,,0.194
None ,0.23,Kepler-1198 b,,0.131
None ,0.13,Kepler-1139 b,,0.106
0.161,0.515,Kepler-219 d,,0.250691
 ,0.112,Kepler-1206 b,,0.146
None ,0.203,mu Leo b,,
None ,0.208,HATS-29 b,,1.28221
None ,0.211,Kepler-431 b,,0.0696
None ,0.235,Kepler-1531 b,,0.099
None ,0.349,Kepler-248 c,,0.363101
None ,0.177,Kepler-481 b,,0.223
None ,0.197,HD 139357 b,,
None ,0.079,HD 1461 b,,
None ,0.119,Kepler-1275 b,,0.132
None ,0.112,Kepler-283 c,,0.16237
0.028091,0.202309,HAT-P-30 b,,1.34
0.011954,0.107534,Kepler-430 c,,0.156
 ,0.080195,Kepler-1360 b,,0.303
 ,0.052856,Kepler-901 b,,0.122
 ,0.042831,Kepler-251 d,,0.247123
None ,0.221,Kepler-234 b,,0.330092
None ,0.078,Kepler-37 b,,0.0270078
None ,0.167,WASP-113 b,,1.43925
None ,0.224,Kepler-392 c,,0.0981354
None ,0.202,HD 8535 b,,
None ,0.104,Kepler-1619 b,,0.068
None ,0.269,HD 3167 d,,
None ,0.114,Kepler-1473 b,,0.106
None ,0.315,HAT-P-28 b,,1.212
None ,0.13,Kepler-474 b,,0.273
 ,0.307109,Kepler-349 c,,0.174859
 ,0.46841,HD 4203 b,,
None ,0.186,Kepler-553 c,,0.999
None ,0.262,Kepler-331 d,,0.146311
None ,0.195,HD 102956 b,,
None ,0.227,WTS-2 b,,1.3
None ,0.238,Kepler-362 c,,0.12936
None ,0.24,Kepler-1147 b,,0.233
None ,0.153,Kepler-186 e,,0.113201
None ,0.186,Kepler-321 c,,0.206977
None ,0.088,Kepler-1083 b,,0.3
None ,0.144,Kepler-376 c,,0.159693
None ,0.085,Kepler-1589 b,,0.097
None ,0.2825,Fomalhaut b,,
None ,0.28524,GJ 176 b,,
None ,0.32625,Kepler-873 b,,0.335
None ,0.143,HD 23079 b,,
None ,0.132,HD 178911 B b,,
None ,0.303,WASP-58 b,,1.37
None ,0.261,Kepler-506 b,,0.244
None ,0.087,Kepler-1571 b,,0.136
None ,0.235,Kepler-543 b,,0.223
None ,0.11,Kepler-1535 b,,0.227
None ,0.269,Kepler-1030 b,,0.221
None ,0.3,Kepler-244 c,,0.182889
None ,0.243,Kepler-245 e,,0.156
None ,0.154,Kepler-1067 b,,0.071
None ,0.25972,Kepler-354 b,,0.164154
0.014483,0.14672,Kepler-1203 b,,0.095
None ,0.0023,Kepler-278 b,,0.363101
None ,0.212,HD 162020 b,,
None ,0.177,Kepler-809 b,,0.269
None ,0.157,Kepler-1468 b,,0.154
None ,0.133,Kepler-1368 b,,0.147
None ,0.138,Kepler-183 b,,0.183781
None ,0.333,Kepler-1392 b,,0.175
None ,0.143,MOA-bin-1L b,,
None ,0.211,Kepler-1556 b,,0.175
None ,0.071,Kepler-944 b,,0.235
None ,0.324,Kepler-1110 b,,0.237
None ,0.143,Kepler-210 c,,0.322955
0.032841,0.227826,Kepler-437 b,,0.19092
0.035137,0.233294,Kepler-184 d,,0.222143
 ,0.074727,HD 168746 b,,
 ,0.086574,GJ 876 c,,
None ,0.154,Kepler-1164 b,,0.1
None ,0.212,Kepler-958 b,,0.184
None ,0.141,Kepler-450 d,,
None ,0.205,Kepler-20 c,,0.273643
None ,0.146,Kepler-712 c,,0.433
None ,0.112,Kepler-47 b,,0.265621
None ,0.127,Kepler-580 b,,0.229
None ,0.071,Kepler-296 b,,0.0838612
None ,0.247,Kepler-755 b,,0.157
None ,0.17,Kepler-402 b,,0.108841
None ,0.145,Kepler-260 b,,0.17932
None ,0.3144,Kepler-255 c,,0.26675
None ,0.16495,Kepler-750 b,,0.274
None ,0.14216,HD 215497 b,,
None ,0.09751,Kepler-1221 b,,0.168
None ,0.293,Kepler-62 f,,0.12568
None ,0.09,Kepler-1160 b,,0.191
None ,0.1,HATS-5 b,,0.912
None ,0.3,HD 154345 b,,
None ,0.099,Kepler-60 c,,0.220162
None ,0.644,Kepler-1031 b,,0.078
None ,0.292,Kepler-523 b,,0.175
None ,0.218,BD -06 1339 b,,
None ,0.262,Kepler-395 c,,0.117763
None ,0.054,HD 217107 b,,
None ,0.127,Kepler-1550 b,,0.269
None ,0.163,Kepler-431 c,,0.0609
0.308,0.585,Kepler-1652 b,,0.118819
0.17,0.513,mu Ara c,,
None ,0.201,HD 7199 b,,
None ,0.13,Kepler-887 c,,0.101
None ,0.185,Kepler-233 c,,0.24177
None ,0.174,GJ 433 b,,
None ,0.175,Kepler-1301 b,,0.125
None ,0.284,Kepler-1350 c,,0.154
None ,0.108,HD 159243 b,,
None ,0.111,Kepler-327 d,,0.15434
None ,0.291,HAT-P-31 b,,1.07
None ,0.116,Kepler-878 b,,0.172
None ,0.252,OGLE-TR-113 b,,1.093
 ,0.215979,Kepler-356 c,,0.161477
 ,0.229648,Kepler-41 b,,0.841
0.01019,0.133962,Kepler-798 b,,0.213
0.02319,0.214156,Kepler-825 b,,0.136
0.01856, None,Kepler-473 b,,0.364
None ,0.156,Kepler-270 b,,0.17932
None ,0.22,HD 285507 b,,
None ,0.237,Kepler-1307 b,,0.22
None ,0.203,Kepler-1573 b,,0.107
None ,0.11,HD 40307 d,,
None ,0.179,Kepler-590 b,,0.359
None ,0.147,Kepler-1220 b,,0.136
None ,0.12,Kepler-849 b,,0.637
None ,0.13,HD 290327 b,,
None ,0.195,Kepler-438 b,,0.0999205
None ,0.16677,Kepler-1315 b,,0.123
None ,0.2014,GJ 876 e,,
None ,0.237,Kepler-1413 b,,0.162
None ,0.178,Kepler-1604 b,,0.126
None ,0.269,Kepler-1471 b,,0.126
None ,0.251,Kepler-1445 b,,0.086
None ,0.12,Kepler-1020 b,,0.203
None ,0.152,Kepler-572 b,,0.23
None ,0.227,Kepler-1598 b,,0.085
None ,0.099,Kepler-1187 b,,0.233
None ,0.244,Kepler-949 b,,0.26
None ,0.171,HD 169830 c,,
None ,0.66525,Kepler-608 b,,0.325
None ,0.14399,EPIC 211822797 b,,0.196488
None ,0.123,GJ 3998 b,,
None ,0.17,47 UMa c,,
None ,0.182,Kepler-85 b,,0.176
None ,0.149,Kepler-880 b,,0.237
None ,0.114,HD 133131 A b,,
None ,0.164,Kepler-1343 b,,0.172
None ,0.154,Kepler-575 b,,0.213
None ,0.175,Kepler-313 c,,0.22928
None ,0.326,Kepler-199 b,,0.277456
None ,0.264,Kepler-172 b,,0.209653
None ,0.244,Kepler-223 d,,0.265858
None ,0.21507,Kepler-431 d,,0.101
None ,0.21871,Kepler-917 b,,0.17
None ,0.071,Kepler-1072 b,,0.141
None ,0.142,Kepler-360 b,,0.147203
None ,0.21,Kepler-1212 b,,0.191
None ,0.176,Kepler-246 b,,0.208761
None ,0.236,Kepler-347 b,,0.175752
None ,0.165,HD 63765 b,,
None ,0.146,HD 233604 b,,
None ,0.196,Kepler-217 c,,0.165046
None ,0.152,HD 85390 b,,
None ,0.106,Kepler-1590 b,,0.102
 ,0.198664,Kepler-1498 b,,0.119
0.036805,0.165857,Kepler-401 c,,0.19181
None ,0.247,Kepler-299 c,,0.236417
None ,0.073,Kepler-1176 b,,0.219
None ,0.131,HAT-P-57 b,,1.412
None ,0.149,Kepler-525 b,,0.235
None ,0.321,Kepler-112 b,,0.210545
None ,0.178,Kepler-1326 b,,0.373
None ,0.125,Kepler-748 b,,0.225
None ,0.11,Kepler-155 c,,0.199839
None ,0.233,Kepler-271 c,,0.089214
None ,0.151,Kepler-961 b,,0.227
None ,0.128,Kepler-241 c,,0.22928
None ,0.1367,Kepler-492 b,,0.856
None ,0.11482,WASP-77 A b,,1.21
None ,0.22054,Kepler-164 c,,0.243554
None ,0.091,HD 219077 b,,
None ,0.198,Kepler-371 b,,0.168615
None ,0.078,Kepler-548 b,,1.07
None ,0.154,55 Cnc e,,0.185565
None ,0.209,HIP 57274 d,,
None ,0.211,Kepler-1254 d,,0.117
None ,0.181,HD 221287 b,,
None ,0.118,KOI-13 b,,1.406
None ,0.097,Kepler-1017 b,,0.178
None ,0.209,Kepler-1100 b,,0.156
None ,0.211,Kepler-1050 b,,0.143
None ,0.23694,Kepler-1460 b,,0.175
None ,0.09933,Kepler-1310 b,,0.128
None ,0.191,HD 192699 b,,
None ,0.19,Kepler-178 d,,0.352395
None ,0.197,Kepler-1371 c,,0.057
None ,0.092,Kepler-1090 b,,0.201
None ,0.1,Kepler-312 b,,0.115086
None ,0.138,Kepler-164 b,,0.125792
None ,0.151,Kepler-1557 b,,0.136
None ,0.153,Kepler-341 b,,0.105273
None ,0.223,Kepler-311 c,,0.127576
None ,0.084,Kepler-1509 b,,0.165
None ,0.31167,TRAPPIST-1 h,,0.070827
None ,0.2096,Kepler-449 b,,
None ,0.215,HD 181342 b,,
None ,0.228,WASP-8 b,,1.038
None ,0.285,HD 131496 b,,
None ,0.079,Kepler-154 c,,0.263181
None ,0.142,Kepler-334 c,,0.127576
None ,0.267,Kepler-911 b,,0.232
None ,0.219,Kepler-372 c,,0.186457
None ,0.17,Kepler-127 b,,0.1249
None ,0.095,HD 44219 b,,
None ,0.118,75 Cet b,,
1.84,1.101,Kepler-27 b,,0.356538
0.094,0.719,Kepler-210 b,,0.262289
None ,0.178,Kepler-40 b,,1.17
None ,0.14,Kepler-171 c,,0.228388
None ,0.215,KPS-1 b,,1.03703
None ,0.252,Kepler-298 c,,0.172183
None ,0.239,Kepler-331 c,,0.164154
None ,0.119,Kepler-1538 b,,0.252
None ,0.199,Kepler-576 b,,0.292
None ,0.233,Kepler-479 b,,0.189
None ,0.186,Kepler-915 b,,0.134
None ,0.158,HD 220074 b,,
None ,0.69988,Kepler-133 b,,0.157017
None ,0.17862,Kepler-1185 b,,0.119
None ,0.119,Kepler-788 b,,0.227
None ,0.135,WASP-89 b,,1.04
None ,0.211,HAT-P-39 b,,1.571
None ,0.118,WASP-26 b,,1.32
None ,0.135,Kepler-751 b,,0.219
None ,0.186,WASP-71 b,,1.5
None ,0.199,HIP 2247 b,,
None ,0.112,GJ 876 d,,
None ,0.131,Kepler-312 c,,0.281024
None ,0.103,OGLE-TR-56 b,,1.363
None ,0.32807,Kepler-697 b,,0.368
None ,0.08384,Kepler-826 b,,0.112
0.005977,0.164035,Kepler-235 c,,0.114194
0.009028,0.261544,Kepler-1591 b,,0.113
0.022964,0.283415,Kepler-146 c,,0.27924
0.025166,0.380925,Kepler-1633 b,,0.141
0.006291,0.226003,Kepler-903 b,,0.179
 ,0.303464,Kepler-372 d,,0.150772
None ,0.095,Kepler-156 b,,0.205192
None ,0.204,HD 38529 b,,
None ,0.262,Proxima b,,
None ,0.095,Kepler-393 c,,0.118655
None ,0.272,Kepler-136 c,,0.177536
None ,0.126,Kepler-1353 b,,0.161
None ,0.146,Kepler-436 b,,0.243556
None ,0.145,Kepler-1595 b,,0.11
None ,0.207,Kepler-1593 b,,0.283
None ,0.135,WASP-82 b,,1.67
None ,0.19593,Kepler-1219 b,,0.189
None ,0.13943,Kepler-737 b,,0.175
None ,0.152,Kepler-948 b,,0.165
None ,0.227,Kepler-1021 b,,0.208
None ,0.191,Kepler-866 b,,0.145
None ,0.106,BD +20 2457 c,,
None ,0.211,Kepler-497 b,,0.539
None ,0.109,Kepler-1344 b,,0.164
None ,0.124,Kepler-1388 d,,0.255
None ,0.178,Kepler-144 b,,0.118655
None ,0.128,HD 22781 b,,
None ,0.189,Kepler-1253 b,,0.119
None ,0.21324,Kepler-208 d,,0.107057
None ,0.20687,Kepler-286 e,,0.157909
None ,0.136,Kepler-351 b,,0.272995
None ,0.168,HD 120084 b,,
None ,0.07,HD 95127 b,,
None ,0.109,MOA-2009-BLG-266L b,,
None ,0.119,Kepler-755 c,,0.112
None ,0.162,Kepler-1578 b,,0.093
None ,0.129,Kepler-89 d,,1.027
None ,0.204,Kepler-387 b,,0.0918904
None ,0.137,HD 20868 b,,
None ,0.125,Kepler-854 b,,1.492
None ,0.53493,HIP 107773 b,,
None ,0.21324,HAT-P-9 b,,1.4
None ,0.20049,Kepler-410 A b,,0.258635
None ,0.23694,Kepler-33 e,,0.358929
None ,0.156,Kepler-1527 b,,0.426
None ,0.242,Kepler-1093 b,,0.174
None ,0.127,Kepler-1024 b,,0.349
None ,0.172,Kepler-1271 b,,0.132
None ,0.232,Kepler-216 c,,0.271211
None ,0.251,Kepler-365 c,,0.146311
None ,0.07,HD 215152 c,,
None ,0.191,Kepler-1488 b,,0.166
None ,0.255,Kepler-19 b,,0.197074
None ,0.172,Kepler-130 b,,0.0909983
None ,0.259,Kepler-160 c,,0.322063
None ,0.26792,Kepler-598 b,,0.134
None ,0.13487,K2-136 d,,0.132011
None ,0.103,Kepler-207 c,,0.133821
None ,0.235,Kepler-284 b,,0.199839
None ,0.202,K2-141 b,,0.140049
None ,0.156,Kepler-326 b,,0.135605
None ,0.12,Kepler-1391 b,,0.15
None ,0.128,Kepler-1516 b,,0.156
None ,0.128,Kepler-969 b,,0.185
None ,0.121,HD 107148 b,,
None ,0.208,HD 1666 b,,
None ,0.105,Kepler-200 c,,0.14185
None ,0.212,Kepler-95 b,,0.305112
None ,0.15948,Kepler-1444 b,,0.194
None ,0.10115,Kepler-280 c,,0.17932
None ,0.06653,KIC 11442793 e,,0.237
None ,0.171,Kepler-829 b,,0.188
None ,0.164,Kepler-249 d,,0.140066
None ,0.149,Kepler-812 b,,0.317
None ,0.119,HD 95872 b,,
None ,0.138,Kepler-1242 b,,0.202
None ,0.116,51 Peg b,,
None ,0.117,WASP-60 b,,0.86
None ,0.207,Kepler-904 b,,0.158
None ,0.133,Kepler-1113 b,,0.251
None ,0.136,Kepler-99 b,,0.132037
None ,0.077,Kepler-1394 b,,0.124
None ,0.128,Kepler-752 b,,0.251
None ,0.21598,Kepler-125 c,,0.0660184
None ,0.06744,HD 5319 c,,
None ,0.158,Kepler-996 b,,0.177
None ,0.202,Kepler-588 b,,0.235
None ,0.162,Kepler-1454 b,,0.168
None ,0.102,Kepler-319 c,,0.234633
None ,0.105,Kepler-1143 c,,0.321
None ,0.12,Kepler-153 b,,0.260505
None ,0.23,Kepler-1642 c,,0.237
None ,0.269,Kepler-1336 b,,0.177
None ,0.181,55 Cnc f,,
None ,0.145,GJ 628 b,,
None ,0.13852,K2-8 c,,0.220179
None ,0.22783,Kepler-539 b,,0.747
None ,0.14399,Kepler-929 b,,0.099
None ,0.296,Kepler-238 d,,0.273887
None ,0.132,HAT-P-54 b,,0.944
None ,0.211,HIP 67851 b,,
None ,0.222,Kepler-845 b,,0.182
None ,0.127,Kepler-1245 c,,0.128
None ,0.132,Kepler-153 c,,0.225711
None ,0.106,HD 212301 b,,
None ,0.143,Kepler-574 b,,0.213
None ,0.09,Kepler-865 b,,0.222
None ,0.156,Kepler-295 c,,0.10438
None ,0.24058,GJ 504 b,,
None ,0.24241,HAT-P-15 b,,1.072
None ,0.12758,Kepler-24 e,,0.248015
None ,0.167,HD 209458 b,,1.359
None ,0.146,HATS-28 b,,1.22134
None ,0.138,Kepler-729 b,,0.319
None ,0.17,HD 102272 b,,
None ,0.108,K2-3 d,,0.139
None ,0.087,HD 181433 b,,
None ,0.192,Kepler-898 b,,0.133
None ,0.137,HD 187123 b,,
None ,0.1,Kepler-1481 b,,0.11
None ,0.136,HD 108147 b,,
0.00409,0.10298,Kepler-82 c,,0.477
0.00472,0.10298,Kepler-1143 b,,0.149
None ,0.127,Kepler-1617 b,,0.107
None ,0.148,WASP-61 b,,1.24
None ,0.162,Kepler-58 b,,0.247794
None ,0.087,eta Cet b,,
None ,0.285,Kepler-606 b,,0.295
None ,0.138,Kepler-686 b,,1.084
None ,0.081,Kepler-487 b,,1.019
None ,0.087,Kepler-957 b,,0.491
None ,0.117,Kepler-1099 b,,0.252
None ,0.266,WASP-124 b,,1.25961
0.06293,0.214,Kepler-379 b,,0.148095
8.3,1.12,Kepler-376 b,,0.095459
0.13529,0.225,Kepler-166 d,,0.154
0.43,1.75,HD 215497 c,,
None ,0.122,Kepler-1345 b,,0.211
None ,0.125,Kepler-1325 b,,0.255
None ,0.128,Qatar-3 b,,1.12435
None ,0.127,Kepler-1624 b,,0.509
None ,0.204,Kepler-1086 c,,0.262
None ,0.168,Kepler-662 b,,0.194
None ,0.17,Kepler-225 b,,0.107057
None ,0.22,CoRoT-17 b,,1.02
None ,0.046,xi Aql b,,
None ,0.211,KELT-16 b,,1.44879
None ,0.25608,Kepler-444 d,,0.0483
None ,0.09295,Kepler-1058 b,,0.243
None ,0.14945,Kepler-892 b,,0.251
None ,0.128,Kepler-444 e,,0.0498
None ,0.111,HD 33564 b,,
None ,0.109,Kepler-1243 b,,0.156
None ,0.187,K2-39 b,,0.521577
None ,0.157,Kepler-635 b,,0.236
None ,0.456,Kepler-890 b,,0.793
None ,0.123,HD 40979 b,,
None ,0.316,Kepler-959 b,,0.391
None ,0.139,GJ 581 c,,
None ,0.277,Kepler-945 b,,0.235
None ,0.12,Kepler-1303 b,,0.127
0.05074,0.219624,HD 10180 c,,
0.025952,0.076549,WASP-31 b,,1.537
None ,0.152,Kepler-1496 b,,0.198
None ,0.439,bet UMi b,,
None ,0.214,HD 134987 c,,
None ,0.144,Kepler-1118 b,,0.244
None ,0.136,Kepler-1286 b,,0.192
None ,0.135,Kepler-102 d,,0.105263
None ,0.255,Kepler-164 d,,0.218574
None ,0.373,HD 40307 b,,
None ,0.161,WASP-101 b,,1.41
None ,0.087,Kepler-1395 b,,0.071
None ,0.194,BD -11 4672 b,,
None ,0.14125,Kepler-199 c,,0.289946
None ,0.11665,Kepler-344 b,,0.232849
None ,0.11027,Kepler-132 b,,0.107949
None ,0.105,iota Dra b,,
None ,0.147,HD 108874 b,,
None ,0.094,Kepler-250 d,,0.194487
None ,0.122,Kepler-256 d,,0.221251
None ,0.251,Kepler-187 b,,0.125792
None ,0.204,HD 4732 b,,
None ,0.129,Kepler-991 b,,0.227
None ,0.177,Kepler-374 d,,0.11687
None ,0.153,Kepler-563 b,,0.276
None ,0.215,Kepler-1119 b,,0.171
None ,0.082,Kepler-383 c,,0.110625
None ,0.063,HD 23596 b,,
None ,0.25881,Kepler-1630 b,,0.195
None ,0.16039,Kepler-295 b,,0.108841
None ,0.138,Kepler-171 d,,0.168615
None ,0.267,HD 25171 b,,
None ,0.148,HD 83443 b,,
None ,0.172,Kepler-304 e,,0.107
None ,0.164,Kepler-287 b,,0.207869
None ,0.211,Kepler-1065 b,,0.333
None ,0.141,WASP-36 b,,1.269
None ,0.092,Kepler-1358 b,,0.1
None ,0.173,Kepler-213 c,,0.208761
None ,0.062,Kepler-268 b,,0.227496
