0.001718,0.06406,Kepler-1216 b,,0.124
0.02517, None,HAT-P-32 b,,1.789
0.00381,0.1026,GJ 163 c,,
0.01658, None,HD 95089 b,,
0.00538, None,XO-3 b,,1.217
0.02246, None,Kepler-1380 b,,0.128
0.00777, None,Kepler-478 b,,0.242
0.0197, None,HD 114729 b,,
0.00846,0.129,Kepler-122 e,,0.231956
0.0568,0.396,Kepler-634 b,,0.169
0.02391, None,Kepler-881 b,,0.159
0.16937, None,Kepler-103 c,,0.458519
0.03483, None,Kepler-997 b,,0.121
0.05213, None,HATS-8 b,,0.879958
0.01901, None,Kepler-1503 b,,0.203
0.10201, None,HD 100655 b,,
0.01643, None,Kepler-400 b,,0.147203
0.04153, None,HD 141399 c,,
0.00887,0.11643,WASP-119 b,,1.36676
0.0169, None,Kepler-106 c,,0.223015
0.00887, None,Kepler-113 b,,0.16237
0.014, None,Kepler-1178 b,,0.095
0.027, None,HIP 65891 b,,
0.02832, None,Kepler-595 b,,0.34
0.05412, None,K2-138 f,,0.255884
0.05034, None,HD 142415 b,,
0.04292,0.336,Kepler-1359 b,,0.252
0.00378, None,Kepler-785 b,,1.162
0.00931, None,CoRoT-9 b,,1.05
0.01321, None,HD 114386 b,,
0.02391, None,HD 103197 b,,
0.09722, None,Kepler-698 b,,0.328
0.22528, None,Kepler-1022 b,,0.211
0.03036, None,7 CMa b,,
0.06186, None,K2-3 b,,0.195
0.01545,0.141,Kepler-368 b,,0.290838
0.00264,0.111,Kepler-913 b,,0.184
0.01271,0.18,Kepler-1224 b,,0.119
0.04097, None,Kepler-335 b,,0.302436
0.02089, None,WASP-16 b,,1.008
0.02571,0.24463,Kepler-316 b,,0.0945669
0.00953, None,HD 152581 b,,
0.11327, None,KIC 11442793 h,,1.01
0.0311, None,Kepler-103 b,,0.300624
0.0239, None,Kepler-1426 b,,0.139
0.0636, None,Kepler-993 b,,0.265
0.0428, None,Kepler-338 b,,0.217682
0.0214, None,Kepler-1588 b,,0.068
0.0264, None,Kepler-985 b,,0.266
0.82, None,HATS-31 b,,1.6892
0.027, None,WASP-167 b,,1.58237
0.17, None,Kepler-974 b,,0.14
0.0582, None,Kepler-1248 b,,0.105
0.0104, None,Kepler-129 b,,0.211437
3.37, None,Kepler-1331 b,,0.094
2.3, None,PH-1 b,,0.550851
0.076, None,Kepler-306 d,,0.220359
0.07, None,Kepler-37 d,,0.178
0.027, None,Kepler-856 b,,0.83
0.02, None,HD 13908 c,,
0.0432,0.346,HD 125595 b,,
0.022, None,Kepler-1499 b,,0.106
0.07992,0.361,WASP-79 b,,1.7
None ,0.0589,Kepler-1470 b,,0.095
None ,0.058,Kepler-107 b,,0.139174
0.01771, None,Kepler-1040 b,,0.186
 ,0.96,Kepler-1542 c,,0.058
0.049702, None,GJ 9827 b,,0.147667
0.017301, None,Kepler-109 c,,0.224819
0.019, None,HIP 57274 c,,
0.0061, None,Kepler-30 d,,0.784384
0.0220199, None,Kepler-1349 b,,0.062
0.0097516, None,Kepler-877 b,,0.189
0.328, None,Kepler-720 b,,0.75
0.03, None,Kepler-932 b,,0.122
0.017616, None,Kepler-1628 b,,0.574
0.00346, None,Kepler-158 c,,0.169507
0.011954, None,Kepler-145 c,,
0.008493, None,Kepler-858 b,,0.434
0.008493, None,Kepler-777 b,,0.131
0.016043, None,HD 93083 b,,
0.01447, None,Kepler-970 b,,0.247
0.037, None,HD 31253 b,,
0.014, None,Kepler-1579 b,,0.075
0.036, None,Kepler-191 d,,0.203
4.95, None,Kepler-357 c,,0.238201
3, None,Kepler-861 b,,0.203
1.495, None,Kepler-1258 b,,0.077
0.064, None,TRAPPIST-1 c,,0.100309
0.05316, None,Kepler-552 b,,0.352
0.0754, None,WASP-129 b,,0.956248
0.688908, None,HD 89744 b,,
0.015729, None,Kepler-1441 b,,0.117
0.911, None,Kepler-1341 b,,0.267
0.944, None,Kepler-738 b,,0.223
3.91, None,HD 564 b,,
2.6697, None,HD 72892 b,,
0.8429, None,HD 183263 c,,
0.0217, None,WASP-42 b,,1.063
0.05399, None,Kepler-1612 b,,0.092
21.5,1.8,Kepler-885 b,,0.223
17, None,Kepler-53 d,,0.189134
11, None,Kepler-48 b,,0.17133
0.07362,0.389,Kepler-1614 b,,0.133
1.595, None,HD 192310 c,,
0.211,0.959,HD 1690 b,,
0.85,1.28,HAT-P-41 b,,1.685
14.5, None,Kepler-1493 b,,0.126
2.2,1.2,Kepler-42 c,,0.0650682
1.946,1.072,Kepler-1492 b,,0.133
4.193,1.19,HATS-15 b,,1.12744
0.534,1.01,HD 28185 b,,
1.4, None,HIP 97233 b,,
0.196,0.947,Kepler-1461 b,,0.181
0.292,1.109,Kepler-846 b,,0.221
0.524,1.217,KELT-4 A b,,1.74479
7.246,0.867,HD 23127 b,,
4.063,1.024,HD 154672 b,,
2.147,1.08,Kepler-275 d,,0.297083
2.09,1.368,Kepler-52 b,,0.187182
0.685,1.242,Kepler-1561 b,,0.097
0.567,1.19,OGLE-TR-10 b,,1.25
0.059,0.565,Kepler-370 b,,0.14185
0.62,1.02,Kepler-601 b,,0.17
0.626,1.212,gamma Leo A b,,
0.778,1.107,NN Ser c,,
8.74,0.951,Kepler-1179 b,,0.118
0.711,1.34,Kepler-930 b,,0.19
2.171,1.07,KELT-14 b,,1.78074
0.941,2.037,Kepler-1073 b,,0.205
0.763,1.827,MASCARA-1 b,,1.53565
3.328,1.197,HAT-P-2 b,,1.157
1.054,1.332,HAT-P-24 b,,1.242
1.8482,1.277,HD 11506 b,,
1.169,1.178,Kepler-758 c,,0.151
0.267,0.825,K2-5 c,,0.186358
0.599,1.571,tau Boo b,,
0.591,0.827,Kepler-422 b,,1.15
0.615,1.73,Kepler-124 c,,0.156125
0.8,1.685,HATS-16 b,,1.32457
0.975,1.277,Kepler-1081 b,,0.09
0.66,1.283,Kepler-1539 b,,0.241
0.392,1.28,Kepler-1458 b,,0.246
1.6, None,Kepler-184 c,,0.175752
0.892,1.426,XO-2S c,,
0.493,1.284,HD 34445 b,,
2, None,Kepler-318 b,,0.420198
0.206,1.313,OGLE-2007-BLG-368L b,,
0.168,1.131,K2-138 d,,0.242209
1.73,1.413,KELT-7 b,,1.533
0.68,1.27,Kepler-1321 c,,0.214
1.35,1.288,Kepler-1311 c,,0.109
0.309,1.293,Kepler-1260 b,,0.158
0.818,1.009,HD 125612 b,,
1.484,1.318,Kepler-20 f,,0.0918085
0.76,0.944,Kepler-198 b,,0.251584
0.582,1.182,42 Dra b,,
2.18,1.466,Kepler-808 b,,0.13
 ,1.413,HIP 109600 b,,
0.372,1.332,Kepler-216 b,,0.209653
1.54,1.123,Kepler-292 d,,0.198947
1.06,1.252,Kepler-53 b,,0.257599
0.574,1.631,KELT-11 b,,1.4449
1.057,0.899,Kepler-11 b,,0.1604
0.761,1.073,HD 153950 b,,
0.614,1.119,Kepler-69 b,,0.199661
0.58,1.703,Kepler-27 c,,0.436759
0.527,1.89,Kepler-1434 b,,0.099
0.783,1.59,HD 16141 b,,
0.34,2.085,Kepler-221 c,,0.261397
0.724,1.072,WASP-97 b,,1.13
3.58,1.676,Kepler-7 b,,1.478
1.057,1.33,HIP 91258 b,,
6.78,1.87,Kepler-486 b,,0.981
1.709,1.4588,WASP-24 b,,1.3
1.275,1.321,HAT-P-29 b,,1.107
0.749,1.393,Kepler-38 b,,0.387735
0.526,0.969,Kepler-546 b,,0.624
0.85,1.51,HD 219134 b,,0.146486
2.4,1.35,HD 204313 d,,
0.543,1.212,PSR B1257+12 B,,
1.07,1.04,Kepler-147 b,,0.136497
2.17,1.105,HD 50554 b,,
3.27,1.3,HD 11964 c,,
1.338,0.777,Kepler-1044 b,,0.238
1.9795,1.329,Kepler-79 d,,0.653
0.427,1.66,Kepler-344 c,,0.263181
1.855,1.302,HD 13189 b,,
0.273,0.776,HD 60532 b,,
0.332,1.123,Kepler-1321 b,,0.439
2.74,0.953,Kepler-570 b,,0.219
1.47,1.86,Kepler-1151 b,,0.198
2.26,1.395,HAT-P-11 b,,0.422
0.613,1.26,Kepler-450 c,,
0.65,1.75,Kepler-406 b,,0.127576
0.53,1.5,Kepler-171 b,,0.208761
0.672,1.194,Kepler-627 b,,0.333
0.653,1.251,Kepler-330 b,,0.120439
1.345,1.168,HD 104067 b,,
0.706,1.175,Kepler-1452 b,,0.241
0.88,1.64,Kepler-229 b,,0.196271
0.92,1.249,Kepler-638 b,,0.163
1.192,1.23,Kepler-144 c,,0.120439
0.941,1.43,Kepler-1372 b,,0.113
1.222,1.464,Kepler-758 e,,0.136
2.79,1.263,Kepler-94 b,,0.313113
0.099,0.606,Kepler-115 c,,0.231956
0.074,0.614,Kepler-320 c,,0.122223
0.63,1.57,Kepler-1478 b,,0.154
1.138,1.697,HD 195019 b,,
1.59,1.58,Kepler-274 c,,0.164154
9.7,1.33,Kepler-1627 b,,0.329
1.88,1.4,GJ 832 b,,
0.261,1.18,Kepler-889 b,,0.097
0.56,1.067,Kepler-26 e,,0.215006
0.7,1.286,GJ 667 C b,,
0.173,0.903,Kepler-254 d,,0.223035
0.369,1.117,Kepler-592 b,,0.213
0.243,0.8,CoRoT-19 b,,1.29
0.353,0.765,TRAPPIST-1 e,,0.0834395
1.323,1.02,Kepler-264 b,,0.297083
0.39,1.13,Kepler-604 b,,0.231
0.768,1.41,Kepler-557 b,,0.238
2.24,1.382,Kepler-1237 b,,0.255
0.595,1.34,Kepler-122 c,,0.523686
0.76,1.067,Kepler-142 b,,0.177536
0.921,1.251,alpha Ari b,,
0.902,1.688,HATS-18 b,,1.36708
3.147,1.139,Kepler-1450 b,,0.153
1.03,1.095,Kepler-148 d,,0.774
0.806,1.126,Kepler-1148 b,,0.151
12.7, None,YZ Cet c,,
0.237,0.912,Kepler-240 c,,0.196271
0.662,1.153,Kepler-545 b,,0.24
3.4,1.195,61 Vir b,,
0.179,1.055,Kepler-298 b,,0.174859
0.96,1.207,HD 210702 b,,
0.96,1.679,Kepler-1299 b,,0.266
0.821,1.501,Kepler-1564 b,,0.131
5.33,1.411,Kepler-363 d,,0.182889
1.45,1.685,HAT-P-4 b,,1.274
1.29,1.232,Kepler-1414 b,,0.11
0.577,0.945,Kepler-485 b,,1.286
0.319,0.998,HAT-P-21 b,,1.024
12.9,1.384,Kepler-398 d,,0.079
0.45,1.08,Kepler-1180 b,,0.178
0.1254,0.722,Kepler-177 c,,
1.46,1.032,Kepler-1388 b,,0.231
0.491,0.884,Kepler-215 d,,0.213222
2.629,1.079,Kepler-579 b,,0.178
1.374,1.165,Kepler-232 c,,0.34169
0.12,0.563,Kepler-1009 b,,0.194
0.138,0.873,Kepler-346 b,,0.237309
0.837,1.065,KELT-21 b,,1.62184
17.5,6,Kepler-330 c,,0.173967
None , None,HD 220842 b,,
1.7, None,Kepler-1233 b,,0.232
1.16, None,Kepler-1416 b,,0.079
0.00409, None,alpha Cen B b,,
0.0416, None,Kepler-1183 b,,0.252
0.00598, None,mu Ara b,,
0.0378, None,TYC 1422-614-1 c,,
0.0805, None,Kepler-1109 b,,0.195
0.016, None,Kepler-830 b,,0.152
0.0722, None,WASP-45 b,,1.16
0.0732, None,Kepler-916 b,,0.157
0.2066, None,Kepler-725 b,,0.948
0.3, None,KELT-8 b,,1.65653
0.172, None,Kepler-428 b,,1.08
0.45, None,Kepler-1171 b,,0.228
5.9, None,Kepler-1093 c,,0.175
2.6, None,HD 73526 c,,
5.9, None,HD 108341 b,,
1.52, None,Kepler-1330 b,,0.147
0.05, None,Kepler-382 c,,0.14185
0.35837, None,Kepler-667 b,,0.422
0.96, None,Kepler-495 b,,0.467
0.098, None,Kepler-333 c,,0.0990276
0.62, None,Kepler-17 b,,1.33
0.367, None,14 Her b,,
1.44, None,HAT-P-33 b,,1.686
0.03524, None,Kepler-692 b,,0.277
0.186, None,Kepler-1223 b,,0.109
2.1, None,Kepler-1232 b,,0.172
8.3, None,Kepler-805 b,,0.258
0.64, None,Kepler-166 c,,0.212329
7.56, None,Kepler-1398 b,,0.08
9.78, None,TRAPPIST-1 f,,0.095875
0.03964,0.218,WASP-139 b,,0.823488
0.04782,0.388,Kepler-1629 b,,0.069
0.94, None,Kepler-835 b,,0.249
9.61, None,Kepler-992 b,,0.145
12.3, None,Kepler-1420 b,,0.114
6.38, None,K2-19 c,,0.404497
0.0626,0.42,OGLE-05-169L b,,
0.21,0.856,HIP 79431 b,,
0.261, None,Kepler-562 b,,0.465
0.013309,0.144081,Kepler-1476 b,,0.149
0.028003,0.184763,Kepler-870 b,,0.248
0.024384,0.226515,HD 66141 b,,
0.0258,0.275047,Kepler-1155 b,,0.181
0.012428,0.179945,HD 171238 b,,
3.5, None,Kepler-1292 b,,0.162
2.6, None,Kepler-1410 b,,0.159
1.36, None,Kepler-272 c,,0.159693
1.018, None,Kepler-157 c,,0.199839
0.77, None,HIP 5158 b,,
0.054, None,Kepler-661 b,,0.274
0.076, None,Kepler-308 c,,0.192702
2.99, None,WASP-46 b,,1.31
0.28, None,Kepler-800 b,,0.254
0.45, None,Kepler-157 b,,0.117763
10.7, None,Kepler-1268 b,,0.181
3.1, None,WASP-130 b,,0.914312
4.55,0.1829,Kepler-1034 b,,0.202
0.033, None,Kepler-475 b,,0.222
6.8, None,Kepler-1541 b,,0.103
4.4, None,GJ 849 b,,
5, None,Kepler-587 b,,0.199
2.83, None,WASP-84 b,,0.942
0.36, None,Kepler-52 d,,0.173967
0.93, None,Kepler-1190 b,,0.119
6.3, None,Kepler-197 c,,0.109733
1.24, None,Kepler-599 b,,0.253
1.19, None,Kepler-163 b,,0.0936747
0.48, None,Kepler-121 c,,0.202516
0.84, None,Kepler-191 b,,0.119547
10.98, None,Kepler-123 b,,0.262289
1.1, None,Kepler-1123 b,,0.149
0.611, None,Kepler-320 b,,0.101704
4.21, None,HAT-P-1 b,,1.242
0.36, None,Kepler-186 f,,0.098939
8.29, None,Kepler-1025 b,,0.177
2.1, None,Kepler-201 b,,0.219467
1.27, None,HD 3167 c,,
1.9, None,OGLE2-TR-L9 b,,1.61
6.5, None,Kepler-54 b,,0.187182
0.178, None,Kepler-973 b,,0.175
0.2, None,Kepler-355 c,,0.24177
2.13, None,WASP-141 b,,1.24204
0.583, None,Kepler-1472 b,,0.17
0.0788, None,Kepler-1135 b,,0.165
6.5, None,K2-4 b,,0.206832
4.5, None,Kepler-375 c,,0.236417
1.22, None,Kepler-1209 b,,0.135
3.71, None,WASP-81 b,,
24, None,Kepler-1019 b,,0.13
0.75,1.25,Kepler-484 b,,0.203
2.98, None,Kepler-137 b,,0.131145
22.16, None,Kepler-85 d,,0.107057
0.042, None,Kepler-1456 b,,0.102
3, None,K2-141 c,,0.635717
0.058, None,Kepler-224 c,,0.278348
7.2, None,GJ 3341 b,,
2.9, None,Kepler-1290 b,,0.127
0.224, None,Kepler-962 b,,0.176
0.38, None,WASP-22 b,,1.12
2.3, None,K2-35 c,,0.190658
1.57, None,Kepler-468 b,,1.19
1.83, None,Kepler-640 b,,0.228
3.2, None,Kepler-503 b,,0.559
0.89, None,WASP-2 b,,1.077
1.6, None,Kepler-392 b,,0.089214
1.02, None,Kepler-247 c,,0.364885
4, None,Kepler-1076 b,,0.071
2.2, None,HD 164922 b,,
85.2, None,Kepler-271 b,,0.0794005
3.31, None,Kepler-30 c,,1.09635
14, None,Kepler-190 c,,0.130252
5.61, None,tau Gru b,,
1.49, None,WASP-34 b,,1.22
1.43, None,Kepler-397 c,,0.551343
0.48, None,HD 96063 b,,
2.5, None,Kepler-490 b,,1.039
0.0351, None,HAT-P-53 b,,1.34726
